mean-speed,median-speed,std-speed,min-speed,max-speed,quartile1-speed,quartile3-speed,autocorr-speed,mean-acceleration,median-acceleration,std-acceleration,min-acceleration,max-acceleration,quartile1-acceleration,quartile3-acceleration,autocorr-acceleration,mean-turning-angle,median-turning-angle,std-turning-angle,min-turning-angle,max-turning-angle,quartile1-turning-angle,quartile3-turning-angle,autocorr-turning-angle,mean-curvature,median-curvature,std-curvature,min-curvature,max-curvature,quartile1-curvature,quartile3-curvature,autocorr-curvature,mean-centered-distance,median-centered-distance,std-centered-distance,min-centered-distance,max-centered-distance,quartile1-centered-distance,quartile3-centered-distance,autocorr-centered-distance,mean-normalized-bb,median-normalized-bb,std-normalized-bb,min-normalized-bb,max-normalized-bb,quartile1-normalized-bb,quartile3-normalized-bb,autocorr-normalized-bb,region(1),region(2),region(3),transition(1-2),transition(1-3),transition(2-1),transition(2-3),transition(3-1),transition(3-2),species
4.198618265678344,4.231255051286871,0.815936095860638,2.3900099062173035,6.266139249105751,3.524699647178425,4.788348342060914,-0.0020585310163103096,0.1129264223734792,0.09219412100353923,0.8605728953415024,-2.331175068191577,4.585786437626905,-0.3552410235616087,0.49376295398070863,0.013687129973039738,4.346120388307725,3.633190795612628,16.944958224200498,-32.4711319633384,90.07711555528117,-4.445291986412028,9.602452451198761,-0.03723680432979657,0.290912533315532,0.20773145733761791,0.22289222273737158,0.027777777777777776,1.2744487723501603,0.1420528988210597,0.39781121413965126,0.018335795136752462,136.24384127090502,143.23993504199188,71.08687733299331,6.326462490002302,261.7096942808535,79.51829230813004,194.202869964941,-0.954305369404546,2.1678738293305444,2.339846822577365,0.7953025998708562,0.1886792452830189,3.2069375254531316,1.525588688740651,2.8167998033346926,0.8555397573794878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
2.3263938161549205,2.169814525415818,0.7902240544910478,0.8285904399956512,5.419175580360047,1.661510931047201,2.87713853584464,-0.04554820611170049,-0.007215593371772176,0.010466593190955335,0.42777694168456093,-1.887037648117871,1.32582372994854,-0.22034920545663372,0.2428134846767756,-0.0007211462356550766,39.71966659858327,18.440357188369546,69.98033087816114,-104.08499247425925,179.99688346504294,-9.477346004191812,67.31345116529991,-0.14266877772596712,0.3561679880576767,0.2985871288095917,0.28979886768450075,0.00013230733730779058,1.8334493603170097,0.15286024417507799,0.4996297706606819,-0.02918740674695666,101.34751474131927,108.13027175475986,47.30118821604897,13.461684727813536,205.81776727094882,59.23116139209837,141.06034776308593,-0.025266779810162128,1.3600145459697794,1.2965754370947118,0.5057424642411289,0.538885695256526,2.5012122466435858,0.9175635128792534,1.7777774441906664,0.10788164787412645,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
2.779820053061935,2.5914812880707503,1.1160326830329064,1.0591862538674321,9.81409940837273,2.0491399493977536,3.2520200752479074,0.07291164433791533,0.020384048093909816,0.055397854042771644,0.5843832178719559,-4.366689809763934,2.7088920632445657,-0.2812222711910294,0.3611926958948641,0.0008794434014992651,11.867032169872855,12.028931808485993,29.541584418830958,-81.43825649013546,89.83546598705645,-6.871502341881459,32.28232343403812,0.005400803302363645,0.4440074939707994,0.368290847698429,0.29355584174473226,0.05018480785482167,1.8089448544533542,0.24004252800573647,0.5724688101629661,0.002002157396127278,189.98682237348893,178.7921863176062,95.27308375095112,14.20328159321114,398.8925040933215,126.69995328427754,259.40169271785123,-0.958874201958275,2.1467610593645374,1.5793589641336854,1.607434133827375,0.5573696580780004,7.635823915430954,1.3496714671071577,2.0387299782209243,0.0713317076879284,0.0,0.40942028985507245,0.5072463768115942,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,tuna
2.395436607001532,2.3203340194784747,0.7158404666166824,0.9072029366954407,4.7513482060789185,1.8792909270746587,2.8352333575751225,-0.051872845002131795,-0.03532605368626582,-0.0014568392058720396,0.4766809140816991,-2.6055512754639896,0.9874056216133632,-0.2783570816037965,0.26752970407948856,-0.010562714985040312,20.772074582557185,12.706481412877576,52.64218669193187,-106.89621674021484,162.03222945368495,-13.890205045881787,55.512595215852436,-0.04766760121133656,0.46076209836815163,0.4033272030143575,0.3254107510883628,0.04633569767694186,3.0000000000000004,0.2796261506107347,0.5539114964346724,-0.04263389331998664,77.07712913019385,78.09304061026725,31.527738333847598,20.807351188643832,156.40752536103494,52.936753711026114,90.17542246688217,0.5458262402459408,1.902938300282475,1.8992951768428998,0.7238556382812278,0.7692307692307694,3.2859142339887515,1.2787824261331187,2.602453655034518,0.29222283652463843,0.9870967741935484,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,shark
3.7451324736650387,3.656678664010248,0.6858136432700227,1.876331360189139,6.536666624209606,3.3099636841080122,4.145952040130756,0.09773833577811651,-0.016056730241209217,0.018295129106742795,0.6352113615093478,-2.365854443501367,1.361066801238788,-0.3802810360867069,0.4585399702987282,0.0037231039185963524,-3.067490558721232,-3.2522078624685564,16.745350629962164,-50.910208652865876,63.43494882292201,-11.05803700078209,4.625941171672271,0.03508930461094719,0.40468201619703065,0.29350413655489943,0.31982757757348973,0.05588578454391249,2.2318028414178404,0.18405453331217608,0.5241035638057538,0.015239732987814402,178.28317949051322,179.51341962373033,102.46760435634606,8.121334245478602,370.04237957800007,88.86331856920916,267.16292893558114,-0.9704590894219863,1.1406091383047925,1.1873785719961902,0.16641623052976393,0.45756059108340247,1.366143170020494,1.125637876138409,1.2323980664564393,0.23759130811723286,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
2.3000979889356863,2.243937006941088,0.7092771230160306,0.7285712066461191,5.121356431154235,1.7368268938945581,2.7638318169883007,-0.06092330893222978,-0.023672276046470167,0.02754805449603346,0.48088945391812726,-4.099019513592785,1.4556745717254813,-0.20966136975262104,0.2458362593127114,-0.002624048845830995,6.819620256272297,2.284787228554728,26.239416474300032,-77.14091294098877,96.94224695280957,-8.974516899528526,22.553391529669693,0.006412650345428279,0.4465462438387353,0.4037844788401982,0.2982187710538328,0.009808240404341145,1.9001758198565684,0.22889006713687898,0.5825017455179382,0.007272418480070084,191.64543784618155,195.163706696457,96.02133081684775,32.67261657000559,406.15012716328994,119.85400548834522,261.57334457954033,-0.9594734617204024,1.2985415538870217,1.3692806509150481,0.42572324716120236,0.427233288271723,2.0857770739373573,0.9468958121852149,1.673417135697246,0.13393796687525483,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
2.7871639463478806,2.2268169974046548,1.904885597913332,0.5317999254488979,14.069055617894547,1.2695106847079556,4.067325702237204,-0.09996171789965774,0.06936758835780274,0.12775056465346943,1.0225459368504919,-7.857722984595228,4.39444872453601,-0.19000741680945876,0.48662684512419496,-0.005250838248467234,-24.59808917607758,-25.98314530262431,32.68262493503071,-96.40557765095201,84.89854447367999,-48.13036564735768,-5.321911019571329,0.03659420214751542,0.4480572463069268,0.3072536222758956,0.39660286647550763,0.022392584620830026,2.8480780977200526,0.1755552897872037,0.6053128458334812,0.003728846753814967,95.52349747230078,78.20047207803486,48.15081267348518,45.98186231939463,232.47393796858188,53.68732854815343,126.29687140932165,-0.8768100655353607,0.9594895415679495,0.9382094555676237,0.23605026989594852,0.6510302971406969,2.2786248078552105,0.7989184438973433,1.0181593713903334,-0.10085456291433978,0.09491525423728814,0.8949152542372881,0.0,0.0,0.0,1.0,0.0,0.0,0.0,shark
2.0484866882298625,2.0419732693232913,0.5620285097705144,0.3748946470507412,4.7217920675342,1.7043612737817075,2.3437844172192337,-0.0707109302753436,-0.022350657900910807,0.03620464968457368,0.4444018176060696,-3.4721359549995796,1.0028403053293238,-0.19094725396309092,0.22432906995438534,-0.002044172912683483,2.3741739337988164,-7.307548528680636,35.37226726486115,-90.00000000000001,165.4382563909705,-16.025087815425753,5.786171561804103,-0.0067399997874456686,0.35949977892294444,0.29908883455480184,0.34664339577156617,0.003095970433185537,4.0,0.17175486401869064,0.4370214818305049,-0.02851019194033636,220.25762322480327,220.8559612075897,103.95654143973717,14.749791717753826,437.28800384548794,157.6025706482115,280.87261156434937,-0.34294178767568495,1.4105531383411565,1.4996198585426987,0.4276933851792537,0.3882769994264442,2.0420627828610067,1.2558535181897754,1.7261930602893856,-0.14623866357430643,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tuna
2.103010465816477,1.8883961342571174,1.127419570272293,0.30183244076096066,7.156435820350976,1.3264758300859507,2.6059577175671023,0.02794260636393799,-0.007892337370900908,0.14506181730377732,0.8350259481557949,-4.232479376055919,2.1470457168703607,-0.15889405064908046,0.39673777296932405,-0.0077512210896574455,17.550598095137197,15.740216233553287,48.43200146113409,-102.92264546582537,151.58646086626928,-18.214547514318554,50.33413982685006,0.013538545486378721,0.5474519178044004,0.4473727542768982,0.48285238035540523,0.0009047333551720632,3.989198690691915,0.2672113374568734,0.6708987992552543,-0.016943139916661826,222.37426325776323,230.23076856280875,104.24030212515473,30.698238160294004,425.75483106608704,150.46742353058204,264.5872745732478,-0.8866460160393305,1.84898880435416,1.552262434891106,1.0208741734906244,0.6804859896392517,5.080756242572022,1.0614543819450908,2.102461243117021,-0.2508281880576736,0.3741830065359477,0.6241830065359477,0.0,0.0,0.0,1.0,0.0,0.0,0.0,manta-ray
1.8920052428929965,1.6364872998388333,1.1454801852700136,0.19204701027990084,8.70944436806654,1.0811896655829714,2.44522720712375,0.07268369518245774,-0.06859846522421952,0.13744271199926542,0.9707965863678493,-9.026092946537457,1.9420661606879404,-0.13473683917912554,0.36651097308729275,0.0006900539725661322,8.267992046506077,4.099904590279421,24.634541479021074,-72.89498600924117,84.13160672190772,-5.291956853352701,21.364968666550965,-0.00478983141764331,0.32506701135730376,0.20620549724577555,0.3987333428277063,0.0,2.8344733241273175,0.0600628850830828,0.4471093767277702,-0.04292789320429693,94.3809166363043,99.16095201737113,52.2334480415153,6.249795293639767,205.9753292597098,49.180878246634876,129.17173509235977,-0.890258255354392,1.4927823632489858,1.5227036603904074,0.3918554521403978,0.5057587499734706,2.2829580825056803,1.1772125658208052,1.6788267835963895,0.3411441151848986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,shark
